Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Country_of_Origin,Black_owned
Divine Serum,Bite Beauty,Lip Liner,17.83,2.8,2865,South Korea,False
Magic Foundation,Pat McGrath Labs,Makeup Remover,124.03,2.8,1849,Germany,True
Perfect Serum,KVD Beauty,Concealer,18.73,1.3,3543,Australia,True
Ultra Primer,Juvia’s Place,Eye Shadow,132.72,4.3,2094,France,True
Perfect Lip Liner,Make Up For Ever,Contour,131.65,2.6,1897,South Korea,True
Divine Concealer,Charlotte Tilbury,Makeup Remover,101.11,3.5,1719,Germany,False
Divine Exfoliator,Laura Mercier,Setting Spray,52.74,4.6,4924,France,True
Super Highlighter,Yves Saint Laurent,Eyeliner,58.53,2.0,5261,UK,True
Magic Mascara,Kylie Cosmetics,Concealer,84.9,4.4,3909,Australia,False
Magic Lip Liner,E.l.f.,Highlighter,117.49,3.5,404,UK,True
Magic Setting Spray,IT Cosmetics,Serum,59.72,3.0,5739,USA,True
Perfect Eyeliner,Morphe,Face Oil,141.01,1.6,4095,Japan,True
Super Makeup Remover,Fenty Beauty,Lip Gloss,70.34,2.9,7506,Germany,True
Magic Moisturizer,Danessa Myricks,Face Oil,131.18,3.8,1811,Japan,True
Divine Face Oil,Becca,Mascara,137.32,2.1,4305,Italy,True
Ultra Contour,Charlotte Tilbury,CC Cream,70.15,2.8,1131,Germany,False
Ultra Face Oil,Charlotte Tilbury,BB Cream,73.46,1.6,6410,USA,False
Super Powder,Charlotte Tilbury,Setting Spray,148.84,4.2,4139,Italy,False
Ultra Foundation,Kylie Cosmetics,Lip Gloss,141.0,4.7,4578,UK,False
Magic Makeup Remover,NARS,Makeup Remover,50.09,4.9,5701,USA,True
Magic Lip Liner,Bourjois,CC Cream,107.26,1.0,9291,France,True
Perfect Lip Gloss,Ilia Beauty,Setting Spray,128.93,3.2,4715,Italy,True
Divine Mascara,ColourPop,Makeup Remover,141.91,1.7,6809,USA,False
Perfect Concealer,Too Faced,Serum,25.33,1.1,675,Australia,False
Super Makeup Remover,KVD Beauty,Face Oil,60.59,2.5,9821,Germany,True
Perfect Powder,Juvia’s Place,Eye Shadow,129.53,1.6,4172,South Korea,True
Perfect Face Oil,Sisley,CC Cream,113.0,1.8,3575,UK,True
Ultra Eyeliner,Farsali,Serum,65.45,3.0,4472,France,True
Magic Setting Spray,Glossier,Cleanser,13.04,1.9,4256,UK,True
Divine Powder,Charlotte Tilbury,BB Cream,123.8,2.4,5641,France,False
Super Lip Gloss,Bobby Brown,Highlighter,42.52,3.3,9121,USA,True
Ultra Highlighter,KVD Beauty,Highlighter,126.59,4.2,4953,France,True
Divine BB Cream,Milk Makeup,Highlighter,20.31,3.2,2877,Australia,False
Divine Bronzer,Milk Makeup,Lipstick,107.9,4.7,3917,UK,False
Magic BB Cream,ColourPop,Face Oil,113.48,4.8,2607,UK,False
Ultra Contour,Bite Beauty,Face Mask,17.9,3.3,1633,Japan,False
Perfect Contour,Anastasia Beverly Hills,Bronzer,69.49,4.5,5517,UK,False
Ultra Eye Shadow,KVD Beauty,BB Cream,62.12,2.5,5495,Italy,True
Magic Exfoliator,Pat McGrath Labs,Exfoliator,121.01,1.7,1013,UK,True
Ultra CC Cream,Sisley,Eyeliner,76.22,3.3,7603,USA,True
Magic Face Oil,Yves Saint Laurent,Exfoliator,98.49,3.1,6219,South Korea,True
Magic Cleanser,NARS,CC Cream,126.55,2.8,2187,France,True
Divine Primer,NARS,Face Mask,95.62,2.9,8188,Italy,True
Perfect Primer,IT Cosmetics,Blush,135.83,3.5,5521,Italy,True
Ultra Exfoliator,Perricone MD,Foundation,128.89,4.0,1098,USA,False
Super Setting Spray,Sisley,Lipstick,102.7,1.9,431,France,True
Magic Eye Shadow,Ilia Beauty,Moisturizer,63.57,1.7,9812,Japan,True
Divine Eyeliner,KVD Beauty,Moisturizer,112.7,3.7,1466,France,True
Magic Eye Shadow,Make Up For Ever,Eye Shadow,45.55,4.8,3605,France,True
Perfect Mascara,Kiehl’s,Foundation,31.91,4.5,5083,Italy,True
Divine Powder,Milk Makeup,Lip Liner,127.94,3.8,3025,Japan,False
Magic Cleanser,NARS,Highlighter,35.35,4.2,2937,USA,True
Magic Lipstick,Laura Mercier,Cleanser,57.34,2.5,9215,Japan,True
Perfect Highlighter,Natasha Denona,Mascara,24.76,4.0,807,UK,True
Divine Face Oil,Bobby Brown,Eyeliner,97.29,1.3,5572,Germany,True
Super Lipstick,Perricone MD,Cleanser,37.6,1.3,1691,Germany,False
Super Primer,KVD Beauty,CC Cream,87.55,1.5,7818,Germany,True
Divine Bronzer,Morphe,Eye Shadow,24.21,3.0,9704,South Korea,True
Super Face Oil,NARS,Mascara,28.21,1.3,8150,South Korea,True
Ultra Eyeliner,Shiseido,Makeup Remover,84.64,4.2,415,Germany,True
Magic Setting Spray,Drunk Elephant,Concealer,23.35,5.0,6907,South Korea,False
Ultra Eyeliner,Tarte,Face Oil,43.55,2.6,4827,USA,False
Perfect Mascara,Bite Beauty,Face Mask,68.33,3.5,1513,Italy,False
Magic Lip Gloss,Pat McGrath Labs,Serum,47.43,4.9,4930,Italy,True
Magic Lip Liner,Milk Makeup,Cleanser,142.24,4.8,1233,Australia,False
Ultra Lip Liner,Juvia’s Place,Highlighter,59.61,5.0,7504,USA,True
Divine Highlighter,Tarte,Serum,10.37,4.7,5922,Italy,False
Ultra Eyeliner,Bourjois,Lipstick,137.47,4.5,775,France,True
Ultra Moisturizer,Pat McGrath Labs,Concealer,90.04,1.8,8094,USA,True
Perfect Lip Liner,Ilia Beauty,Lip Liner,64.88,1.8,5837,France,True
Ultra Lipstick,Pat McGrath Labs,Contour,60.99,2.7,7666,Japan,True
Ultra Face Oil,Bourjois,Bronzer,36.41,4.1,4901,South Korea,True
Super Blush,Kylie Cosmetics,Exfoliator,82.58,4.4,1149,France,False
Ultra Highlighter,Shiseido,Contour,45.07,2.8,2182,South Korea,True
Perfect Lip Liner,E.l.f.,Serum,130.02,4.4,9764,Italy,True
Super Foundation,Huda Beauty,Exfoliator,45.3,3.7,8197,Australia,True
Magic Lip Liner,Too Faced,Powder,45.6,4.5,2103,Italy,False
Perfect BB Cream,Bourjois,CC Cream,57.49,4.5,8292,France,True
Ultra Lip Gloss,Charlotte Tilbury,Foundation,71.02,4.9,695,France,False
Perfect Face Mask,Yves Saint Laurent,Blush,119.91,1.6,7876,Italy,True
Perfect Cleanser,ColourPop,Eye Shadow,72.11,2.1,6415,UK,False
Super Setting Spray,Perricone MD,Cleanser,71.69,1.5,4568,Italy,False
Divine Mascara,RMS Beauty,CC Cream,90.28,2.2,2355,Italy,False
Divine Serum,Farsali,CC Cream,99.41,4.9,1125,UK,True
Magic Makeup Remover,Becca,Lip Liner,65.54,4.4,8503,South Korea,True
Super Mascara,NARS,Lip Liner,28.73,4.9,7373,Japan,True
Super Lip Gloss,Patrick Ta,Highlighter,115.53,4.7,4611,USA,True
Super Face Oil,KVD Beauty,Cleanser,27.27,1.7,7984,Australia,True
Super Blush,Becca,Eyeliner,27.83,2.5,3056,France,True
Perfect Face Oil,Charlotte Tilbury,Exfoliator,79.88,1.6,8834,Germany,False
Perfect Mascara,Perricone MD,Face Oil,26.65,1.1,7008,Australia,False
Super Powder,Bobby Brown,Lipstick,80.79,3.7,947,France,True
Super Face Oil,NARS,BB Cream,31.58,3.7,4408,Japan,True
Ultra Exfoliator,Ilia Beauty,Eyeliner,99.01,1.1,4480,France,True
Super Lip Liner,Bite Beauty,Exfoliator,126.93,3.9,1152,USA,False
Magic Makeup Remover,NARS,Concealer,53.43,1.9,2064,Australia,True
Magic Makeup Remover,Yves Saint Laurent,BB Cream,81.67,3.3,3491,UK,True
Magic Makeup Remover,Kiehl’s,Blush,115.97,3.0,5349,Japan,True
Ultra Bronzer,Laura Mercier,Lip Liner,15.38,2.9,470,France,True
Perfect Makeup Remover,Morphe,Lip Gloss,65.51,3.5,631,Australia,True
Perfect Lipstick,Morphe,Mascara,93.69,4.7,5889,France,True
Perfect Serum,Bourjois,Lip Gloss,80.5,2.1,312,Italy,True
Ultra BB Cream,Hourglass,Face Mask,120.64,1.5,6844,USA,False
Ultra Powder,Rare Beauty,Contour,142.77,3.2,7607,South Korea,True
Divine Setting Spray,Becca,Lip Liner,10.56,1.4,9546,South Korea,True
Super Serum,Huda Beauty,Bronzer,30.1,1.7,220,Australia,True
Divine Cleanser,Hourglass,Setting Spray,69.68,4.5,4152,Germany,False
Ultra Lip Gloss,Ilia Beauty,Face Mask,105.26,3.8,5233,Germany,True
Super Eyeliner,Tatcha,Contour,139.11,1.0,6009,Australia,False
Ultra Eye Shadow,Kylie Cosmetics,Concealer,44.6,4.2,6357,South Korea,False
Super Concealer,Huda Beauty,Cleanser,104.4,1.5,9792,USA,True
Perfect Lip Liner,Urban Decay,Eyeliner,119.6,3.8,634,France,False
Super BB Cream,Make Up For Ever,Setting Spray,115.61,2.4,2261,Germany,True
Ultra Eyeliner,Make Up For Ever,Mascara,36.94,1.7,2756,Germany,True
Magic Makeup Remover,Patrick Ta,Powder,66.63,4.4,834,France,True
Divine Exfoliator,Milk Makeup,Powder,78.73,4.6,5596,UK,False
Magic Primer,Tarte,Exfoliator,100.9,2.9,9781,South Korea,False
Ultra Exfoliator,Farsali,Moisturizer,96.09,4.2,5677,UK,True
Ultra Eyeliner,Perricone MD,Concealer,44.85,4.7,5820,UK,False
Super Cleanser,Perricone MD,Exfoliator,53.12,4.4,447,Australia,False
Magic Blush,Hourglass,Setting Spray,86.34,1.6,5848,Italy,False
Super Face Oil,IT Cosmetics,Lip Liner,149.85,2.8,7835,UK,True
Divine Lip Gloss,Perricone MD,Mascara,67.0,4.2,1356,Italy,False
Super Bronzer,Ilia Beauty,Makeup Remover,10.49,1.5,6630,Germany,True
Magic Mascara,Make Up For Ever,Exfoliator,119.32,2.8,8519,USA,True
Super Lipstick,Bourjois,Contour,100.97,1.2,771,Germany,True
Ultra Blush,Bite Beauty,Lip Gloss,105.55,3.2,1924,Japan,False
Super Exfoliator,Fenty Beauty,Lip Gloss,21.82,1.6,5806,South Korea,True
Divine Foundation,Morphe,Concealer,54.79,4.0,5174,Germany,True
Magic Contour,Pat McGrath Labs,Lip Gloss,73.23,3.4,297,Italy,True
Magic Bronzer,Clinique,Eye Shadow,16.19,1.6,4458,UK,True
Super Primer,RMS Beauty,Bronzer,26.77,2.5,1120,UK,False
Ultra Eyeliner,Tatcha,Exfoliator,145.41,3.1,4485,South Korea,False
Perfect Cleanser,NARS,Exfoliator,41.56,4.7,353,Japan,True
Divine CC Cream,Danessa Myricks,Eye Shadow,105.6,2.6,8307,Germany,True
Perfect Face Oil,Becca,Foundation,137.06,2.7,2960,France,True
Super Primer,Clinique,Makeup Remover,76.05,2.1,360,Japan,True
Ultra Bronzer,Anastasia Beverly Hills,Lipstick,89.11,1.6,7881,Japan,False
Divine Eye Shadow,Perricone MD,Exfoliator,114.08,2.5,6664,UK,False
Magic Setting Spray,Bite Beauty,Eye Shadow,127.62,4.8,9986,France,False
Super Lip Gloss,KVD Beauty,Eyeliner,74.84,2.1,2421,UK,True
Magic Blush,Make Up For Ever,Serum,120.78,5.0,9695,UK,True
Ultra Lipstick,Pat McGrath Labs,Contour,41.08,4.1,9822,Italy,True
Magic Face Mask,Drunk Elephant,Setting Spray,117.12,3.5,7100,Italy,False
Divine Setting Spray,Kylie Cosmetics,Contour,111.91,2.3,9528,Japan,False
Divine Lip Gloss,Charlotte Tilbury,Exfoliator,94.55,3.2,1028,France,False
Magic Cleanser,Urban Decay,Bronzer,96.25,3.2,413,Italy,False
Super BB Cream,Kiehl’s,Lipstick,55.2,3.1,8405,Italy,True
Ultra Contour,Juvia’s Place,Powder,46.37,4.5,779,UK,True
Magic Concealer,Hourglass,Face Oil,52.83,1.2,3896,Japan,False
Ultra Lipstick,Patrick Ta,Exfoliator,23.87,3.3,1654,Italy,True
Super Bronzer,NARS,Eye Shadow,42.27,3.3,1563,South Korea,True
Perfect Face Mask,Glossier,Concealer,81.95,3.8,6882,Italy,True
Magic Lipstick,Farsali,Cleanser,80.49,1.7,1108,USA,True
Divine Mascara,Kylie Cosmetics,CC Cream,128.34,1.6,9754,South Korea,False
Magic Lip Liner,IT Cosmetics,Blush,86.83,3.8,3672,Japan,True
Divine Cleanser,Becca,Foundation,88.43,5.0,295,Germany,True
Perfect Highlighter,Becca,Primer,39.08,3.1,5848,UK,True
Super CC Cream,Kiehl’s,Primer,102.41,4.4,9584,USA,True
Super Mascara,Patrick Ta,Mascara,38.76,3.4,472,South Korea,True
Perfect Lipstick,Laura Mercier,Highlighter,138.05,3.2,2414,Germany,True
Perfect Eye Shadow,Danessa Myricks,Bronzer,121.42,1.5,6237,Italy,True
Divine Lipstick,Yves Saint Laurent,Primer,72.93,3.6,9136,USA,True
Divine Moisturizer,KVD Beauty,Powder,61.34,2.8,5736,UK,True
Magic Setting Spray,Natasha Denona,Foundation,30.2,1.5,1684,Germany,True
Super Bronzer,Becca,Moisturizer,95.7,1.6,5975,USA,True
Perfect Cleanser,Milk Makeup,Face Mask,10.59,1.1,2600,France,False
Super Serum,Charlotte Tilbury,Face Mask,88.42,2.5,9261,UK,False
Magic Bronzer,Natasha Denona,Face Mask,51.55,2.9,7823,UK,True
Magic Exfoliator,Patrick Ta,Moisturizer,100.42,3.8,3470,South Korea,True
Magic Blush,E.l.f.,Eyeliner,92.82,1.6,7727,Japan,True
Ultra Concealer,Sisley,Face Oil,42.0,2.4,4007,Germany,True
Magic Contour,Bite Beauty,Lip Liner,14.67,1.5,1518,USA,False
Ultra Eye Shadow,Make Up For Ever,Lip Gloss,13.37,4.4,5563,UK,True
Super Face Oil,NARS,Makeup Remover,127.49,4.3,3550,Japan,True
Super Blush,Patrick Ta,Serum,136.19,4.9,4132,Germany,True
Ultra Moisturizer,Perricone MD,CC Cream,52.78,1.1,2779,Japan,False
Super Face Mask,Sisley,Primer,51.62,2.3,1210,UK,True
Magic Powder,Natasha Denona,Face Mask,49.35,1.2,7631,UK,True
Ultra Setting Spray,Huda Beauty,Mascara,16.82,3.5,3195,USA,True
Super Moisturizer,Danessa Myricks,Concealer,36.18,2.3,5260,USA,True
Perfect Face Oil,Make Up For Ever,Bronzer,131.65,2.6,8307,South Korea,True
Super Makeup Remover,Perricone MD,Lip Liner,49.76,4.6,7305,UK,False
Super Makeup Remover,Tatcha,Serum,120.08,1.1,2552,Germany,False
Divine Concealer,Tarte,Highlighter,76.24,3.7,5937,France,False
Divine CC Cream,Patrick Ta,Setting Spray,52.1,4.7,3242,Australia,True
Magic Cleanser,Shiseido,BB Cream,18.5,1.6,5400,South Korea,True
Ultra Eyeliner,Too Faced,Powder,111.96,2.7,6371,USA,False
Ultra Cleanser,Too Faced,Eyeliner,95.98,1.3,4804,Japan,False
Magic BB Cream,Farsali,Mascara,130.61,4.8,8175,Australia,True
Perfect Bronzer,Natasha Denona,Eyeliner,78.6,1.7,6904,Japan,True
Perfect Lipstick,Juvia’s Place,Concealer,92.67,3.8,5684,South Korea,True
Perfect Lip Liner,Bobby Brown,Setting Spray,32.03,3.6,2788,Japan,True
Divine Eye Shadow,Kiehl’s,Serum,43.97,1.0,3525,Italy,True
Magic Lip Gloss,Becca,Cleanser,76.22,3.3,7066,Italy,True
Super Setting Spray,Patrick Ta,CC Cream,145.97,1.9,1830,UK,True
Super Contour,Clinique,Contour,61.76,1.2,9324,Australia,True
Ultra Exfoliator,Natasha Denona,Mascara,132.17,1.8,2688,Japan,True
Perfect Eye Shadow,Juvia’s Place,Foundation,137.14,3.5,3469,USA,True
Magic Moisturizer,Sisley,Eyeliner,64.93,2.8,6958,Germany,True
Ultra Mascara,Perricone MD,Moisturizer,33.15,3.7,4008,UK,False
Magic Face Oil,Danessa Myricks,Face Mask,94.23,2.4,903,USA,True
Ultra BB Cream,NARS,Eyeliner,81.08,1.2,1512,USA,True
Super Lipstick,Too Faced,Face Oil,126.84,2.8,8948,UK,False
Ultra Lip Liner,Huda Beauty,Eye Shadow,98.56,4.2,2410,Japan,True
Ultra Makeup Remover,Hourglass,CC Cream,36.04,3.4,5228,Italy,False
Divine Concealer,Perricone MD,Lip Gloss,34.79,2.4,5213,South Korea,False
Divine Face Mask,Clinique,Contour,92.02,1.6,9063,Japan,True
Magic Serum,RMS Beauty,Lipstick,135.86,1.1,7324,Italy,False
Ultra Blush,Bourjois,Lipstick,105.71,2.1,5464,Japan,True
Ultra Mascara,Clinique,BB Cream,119.38,4.2,2854,UK,True
Perfect Bronzer,Fenty Beauty,Eye Shadow,52.67,1.4,6322,Italy,True
Ultra Mascara,Farsali,Exfoliator,118.33,4.4,523,USA,True
Perfect Concealer,Kylie Cosmetics,BB Cream,130.48,2.0,1708,USA,False
Ultra Exfoliator,Drunk Elephant,BB Cream,28.82,3.0,5927,Italy,False
Super Cleanser,Bobby Brown,Serum,93.28,1.0,9875,South Korea,True
Super Lip Liner,Bite Beauty,Lipstick,50.38,1.1,6787,USA,False
Super Serum,Bite Beauty,Lipstick,83.15,1.1,8362,South Korea,False
Magic Lip Gloss,Shiseido,CC Cream,60.42,1.6,6134,Japan,True
Ultra Contour,Bobby Brown,Concealer,66.49,3.8,835,Italy,True
Ultra Moisturizer,RMS Beauty,Face Mask,57.62,2.6,5251,Germany,False
Ultra Serum,Charlotte Tilbury,Face Oil,52.32,2.2,6841,Italy,False
Ultra Concealer,Shiseido,Makeup Remover,74.36,2.9,1595,France,True
Ultra Lip Liner,Perricone MD,Lip Gloss,117.14,2.4,9024,Italy,False
Magic Face Oil,Too Faced,Face Mask,149.26,1.9,819,Japan,False
Super Face Mask,Rare Beauty,Primer,111.59,2.8,5898,Australia,True
Divine Foundation,RMS Beauty,CC Cream,42.6,2.1,7999,USA,False
Super Concealer,Tatcha,Primer,133.21,1.9,3518,Japan,False
Perfect Exfoliator,Tatcha,Makeup Remover,27.73,4.9,9361,Italy,False
Ultra Setting Spray,Perricone MD,Concealer,137.88,4.1,1313,USA,False
Super Setting Spray,Anastasia Beverly Hills,Contour,50.06,1.8,137,Japan,False
Magic Contour,Make Up For Ever,Bronzer,126.1,5.0,463,Germany,True
Divine Bronzer,Make Up For Ever,Lip Liner,57.97,1.9,2494,Germany,True
Magic Eye Shadow,KVD Beauty,Concealer,46.85,3.4,5476,USA,True
Divine Cleanser,Charlotte Tilbury,Highlighter,117.66,3.5,4035,Japan,False
Perfect Face Mask,Becca,Setting Spray,10.0,4.6,4559,Japan,True
Magic Makeup Remover,Charlotte Tilbury,BB Cream,86.68,3.6,8986,Japan,False
Super Moisturizer,Rare Beauty,Eyeliner,148.66,3.1,1580,Japan,True
Perfect Powder,Clinique,Concealer,115.15,2.5,6951,South Korea,True
Super Setting Spray,Juvia’s Place,Face Mask,148.19,4.5,8426,USA,True
Ultra Makeup Remover,Anastasia Beverly Hills,Bronzer,16.37,3.2,6926,Australia,False
Super Cleanser,Milk Makeup,Blush,79.39,3.6,2332,Australia,False
Ultra Moisturizer,Anastasia Beverly Hills,Lip Gloss,44.43,4.8,7911,South Korea,False
Divine Blush,Urban Decay,Foundation,137.67,1.3,8753,UK,False
Divine Face Mask,Make Up For Ever,Face Oil,78.78,3.8,6513,Italy,True
Divine Highlighter,Drunk Elephant,Concealer,104.35,2.1,6174,USA,False
Magic Makeup Remover,Morphe,Contour,119.51,3.6,4355,Germany,True
Divine Serum,Rare Beauty,BB Cream,16.08,3.2,782,Italy,True
Divine Face Mask,Fenty Beauty,Lip Gloss,129.75,1.0,6749,USA,True
Divine Serum,NARS,Serum,107.58,3.8,438,Italy,True
Divine Lip Liner,Bourjois,Foundation,53.29,1.5,2726,UK,True
Super Makeup Remover,Becca,Serum,22.85,4.3,2384,Japan,True
Super Highlighter,Bourjois,Moisturizer,139.28,1.1,1097,Germany,True
Divine Face Oil,Make Up For Ever,Lipstick,38.58,2.3,5283,France,True
Magic Eye Shadow,Natasha Denona,Foundation,74.13,3.5,998,Japan,True
Perfect Mascara,Becca,Mascara,89.46,4.9,1078,Germany,True
Divine Lipstick,Farsali,Exfoliator,58.08,5.0,5779,South Korea,True
Divine Cleanser,Drunk Elephant,Cleanser,100.12,1.5,5953,South Korea,False
Super CC Cream,Pat McGrath Labs,Eyeliner,147.83,1.3,2740,UK,True
Perfect Exfoliator,Make Up For Ever,Eyeliner,77.48,1.8,9530,France,True
Divine Lipstick,Bite Beauty,Mascara,112.67,2.6,5745,UK,False
Ultra Lipstick,Natasha Denona,Lipstick,131.78,1.9,2738,Japan,True
Super Face Oil,Pat McGrath Labs,Eyeliner,74.62,4.8,1422,USA,True
Super Face Oil,Hourglass,Primer,16.65,3.5,7994,USA,False
Perfect Eye Shadow,Patrick Ta,BB Cream,102.87,3.1,2639,Australia,True
Perfect Primer,NARS,Setting Spray,98.52,1.7,945,UK,True
Super Lip Liner,Milk Makeup,Lip Liner,21.19,2.4,8233,USA,False
Magic Eye Shadow,Shiseido,Exfoliator,116.2,2.1,131,South Korea,True
Divine Serum,Pat McGrath Labs,Serum,59.4,3.7,5566,Italy,True
Perfect Highlighter,Farsali,Lipstick,82.62,4.5,6413,Japan,True
Magic Contour,Natasha Denona,Mascara,81.48,4.0,1288,USA,True
Ultra Bronzer,IT Cosmetics,CC Cream,48.41,3.3,1288,South Korea,True
Magic Face Mask,Becca,BB Cream,23.14,1.2,4626,South Korea,True
Super Foundation,Farsali,Setting Spray,51.73,4.9,1571,France,True
Ultra BB Cream,Yves Saint Laurent,Lipstick,116.36,1.2,5095,South Korea,True
Ultra Foundation,Anastasia Beverly Hills,Lip Gloss,138.72,1.3,3177,Australia,False
Magic Serum,Milk Makeup,Eyeliner,15.21,3.3,4329,USA,False
Super Primer,Pat McGrath Labs,Concealer,42.15,3.1,9984,France,True
Ultra Blush,ColourPop,Mascara,134.76,2.3,8861,South Korea,False
Ultra Lip Liner,Hourglass,Makeup Remover,99.46,4.9,9634,UK,False
Ultra BB Cream,Glossier,Setting Spray,86.01,4.5,2432,USA,True
Magic Serum,Urban Decay,Blush,141.99,4.8,652,UK,False
Super Contour,Yves Saint Laurent,Makeup Remover,44.95,2.2,2026,UK,True
Magic BB Cream,Bite Beauty,Highlighter,39.03,4.2,8659,Japan,False
Magic Contour,Danessa Myricks,Powder,16.65,1.9,5474,Japan,True
Ultra Eye Shadow,Urban Decay,Contour,145.94,3.1,9428,Germany,False
Perfect Moisturizer,Pat McGrath Labs,Face Mask,56.41,1.7,8304,Australia,True
Ultra Bronzer,Fenty Beauty,CC Cream,132.65,4.2,7137,France,True
Perfect Mascara,RMS Beauty,Blush,95.23,4.4,3177,Japan,False
Perfect Setting Spray,E.l.f.,Blush,148.2,4.4,8844,Italy,True
Super Powder,Natasha Denona,Contour,42.08,3.7,2113,Italy,True
Ultra Concealer,Bourjois,CC Cream,21.23,4.8,3532,USA,True
Magic Concealer,Shiseido,Bronzer,11.41,4.5,9768,France,True
Magic Makeup Remover,Urban Decay,Contour,15.1,4.5,8837,Germany,False
Magic Face Mask,Tarte,Foundation,41.26,2.5,8022,Japan,False
Magic Concealer,E.l.f.,Setting Spray,33.49,4.5,6097,USA,True
Divine Eyeliner,Danessa Myricks,Bronzer,130.52,4.0,4135,Germany,True
Magic Lip Liner,Urban Decay,Concealer,112.88,2.4,3550,Italy,False
Divine Contour,Rare Beauty,Serum,18.69,4.4,9985,France,True
Perfect Cleanser,Kylie Cosmetics,Highlighter,133.75,2.4,7244,France,False
Magic Foundation,Tatcha,Foundation,75.65,4.0,1371,South Korea,False
Magic Serum,ColourPop,Bronzer,80.84,4.4,6939,France,False
Magic Lipstick,Sisley,Eye Shadow,114.91,1.8,9667,France,True
Super Bronzer,Natasha Denona,Mascara,139.62,4.6,1347,Italy,True
Divine Face Oil,Bourjois,Lip Gloss,60.67,3.5,4826,Italy,True
Divine BB Cream,Natasha Denona,Eyeliner,18.23,2.0,6573,UK,True
Ultra Face Mask,Morphe,Face Mask,97.37,4.4,4221,Australia,True
Perfect Serum,Kiehl’s,Eyeliner,51.72,2.6,7196,South Korea,True
Ultra Moisturizer,Bobby Brown,Foundation,68.37,3.0,3347,Italy,True
Ultra Serum,Sisley,Moisturizer,87.78,4.8,4739,France,True
Perfect Lip Gloss,Becca,Face Mask,32.52,3.6,4838,Australia,True
Perfect Lip Liner,Danessa Myricks,Eyeliner,14.8,1.3,6820,Germany,True
Magic Exfoliator,IT Cosmetics,Face Mask,139.47,4.0,9524,Germany,True
Magic Mascara,IT Cosmetics,Blush,104.88,1.9,3419,USA,True
Divine Face Oil,Ilia Beauty,Eye Shadow,92.32,4.0,7382,Italy,True
Magic Face Oil,Shiseido,Eye Shadow,106.06,3.8,2255,South Korea,True
Divine Serum,Sisley,Moisturizer,60.11,1.2,8862,Australia,True
Super Serum,Shiseido,Highlighter,111.29,4.5,8548,France,True
Magic Lip Gloss,Danessa Myricks,Exfoliator,78.71,3.1,5528,France,True
Super Eye Shadow,Danessa Myricks,Lip Gloss,54.38,2.2,5176,South Korea,True
Magic Contour,Glossier,Lip Liner,92.08,2.7,7233,Japan,True
Super Primer,E.l.f.,Eyeliner,41.07,2.1,8654,South Korea,True
Perfect Highlighter,Morphe,Contour,94.71,2.8,9647,Australia,True
Magic Cleanser,Patrick Ta,Makeup Remover,31.38,1.6,1341,France,True
Magic Primer,RMS Beauty,Moisturizer,99.48,3.3,131,Japan,False
Super Eyeliner,Bourjois,Face Oil,122.58,3.0,2061,Germany,True
Divine CC Cream,Sisley,Eyeliner,45.13,4.1,8951,France,True
Divine Makeup Remover,Tatcha,BB Cream,102.42,3.9,2280,South Korea,False
Magic Cleanser,Laura Mercier,Concealer,81.69,4.6,2950,UK,True
Super Lip Liner,Yves Saint Laurent,Foundation,10.42,4.8,5696,UK,True
Super Contour,Natasha Denona,BB Cream,20.29,4.4,5865,Germany,True
Super Cleanser,Urban Decay,Mascara,19.0,2.1,2526,South Korea,False
Ultra Eye Shadow,Tarte,Setting Spray,25.98,2.4,7092,USA,False
Super Serum,Rare Beauty,Exfoliator,89.75,1.7,8940,USA,True
Magic Blush,IT Cosmetics,BB Cream,55.95,4.0,60,Japan,True
Divine Lip Gloss,Laura Mercier,Serum,101.74,4.2,8808,South Korea,True
Magic Moisturizer,ColourPop,Mascara,64.82,2.0,9281,Germany,False
Ultra Moisturizer,E.l.f.,Contour,23.48,4.6,3677,South Korea,True
Magic Moisturizer,Sisley,Serum,29.48,3.7,875,Japan,True
Divine Moisturizer,Urban Decay,CC Cream,143.96,4.3,3316,South Korea,False
Super Mascara,Bourjois,Concealer,106.26,1.2,2760,Germany,True
Divine Mascara,Perricone MD,Eyeliner,47.44,1.2,3925,UK,False
Ultra Concealer,Urban Decay,Eyeliner,90.24,4.2,2920,France,False
Magic Exfoliator,Kiehl’s,Powder,68.26,1.8,5747,Japan,True
Magic Lip Liner,Farsali,Powder,68.28,3.7,6313,Italy,True
Magic Setting Spray,Juvia’s Place,Face Mask,97.36,1.9,4481,France,True
Super CC Cream,Anastasia Beverly Hills,Face Mask,23.88,2.0,6356,Italy,False
Super Eyeliner,Shiseido,BB Cream,23.98,3.7,8420,USA,True
Super Serum,Tatcha,Contour,51.0,3.2,8272,Australia,False
Magic Lip Liner,Milk Makeup,Setting Spray,36.56,1.9,8364,Australia,False
Magic Setting Spray,Glossier,Makeup Remover,144.44,3.1,5374,France,True
Super Primer,ColourPop,Highlighter,45.66,3.8,4838,Australia,False
Magic Setting Spray,Tatcha,Eyeliner,92.97,1.2,7555,UK,False
Magic Blush,KVD Beauty,Blush,76.95,1.7,6643,Japan,True
Magic Blush,Glossier,Blush,73.91,1.7,8815,Italy,True
Ultra Makeup Remover,IT Cosmetics,Blush,103.69,4.6,166,France,True
